,Pitch_Class_Histogram_0,Pitch_Class_Histogram_1,Pitch_Class_Histogram_2,Pitch_Class_Histogram_3,Pitch_Class_Histogram_4,Pitch_Class_Histogram_5,Pitch_Class_Histogram_6,Pitch_Class_Histogram_7,Pitch_Class_Histogram_8,Pitch_Class_Histogram_9,Pitch_Class_Histogram_10,Pitch_Class_Histogram_11,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"C:\Users\2679062m.CAMPUS\Downloads\music portfolio\summer_nights_github_music.mid",0.2789, 0.07122, 0.02374, 0.05045, 0.0, 0.2047, 0.0, 0.0178, 0.1306, 0.0, 0.2226, 0.0, 20.0, 8.0, 36.0, 3.0, 67.0, 4.451, 62.0, 4.0, 2.0, 9.848, 5.0
